2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	NaN	NaN
0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	3	0	1	0	1	NaN	NaN
1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	2	NaN	NaN
2	0	0	1	0	1	0	0	2	1	2	0	1	0	0	0	2	1	0	1	3	NaN	NaN
1	2	2	1	0	0	0	4	1	2	0	1	0	3	1	0	3	0	2	1	4	NaN	NaN
2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	2	5	NaN	NaN
0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	2	6	NaN	NaN
1	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	1	7	NaN	NaN
2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	NaN	NaN
0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	3	0	1	0	1	NaN	NaN
1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	2	NaN	NaN
2	0	0	1	0	1	0	0	2	1	2	0	1	0	0	0	2	1	0	1	3	NaN	NaN
1	2	2	1	0	0	0	4	1	2	0	1	0	3	1	0	3	0	2	1	4	NaN	NaN
2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	2	5	NaN	NaN
0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	2	6	NaN	NaN
1	1	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	1	7	NaN	NaN
2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	NaN	NaN
2	0	0	1	0	1	0	0	2	1	2	0	1	0	0	0	2	1	0	1	1	NaN	NaN
1	2	2	1	0	0	0	4	1	2	0	1	0	3	1	0	3	0	2	1	2	NaN	NaN
2	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	1	2	3	NaN	NaN
1	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	4	NaN	NaN
0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	2	5	NaN	NaN
0	0	0	0	0	1	0	1	0	0	2	0	0	1	0	0	3	0	1	0	6	NaN	NaN
